Probability of death for females by calendar year and by single year of age (ages 0 to 119).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
1944,0.035085,0.00365,0.002055,0.001539,0.001294,0.001072,0.000899,0.00077,0.000683,0.000634,0.000618,0.000633,0.000675,0.000741,0.000827,0.000928,0.00104,0.00116,0.001283,0.001405,0.001541,0.001674,0.001768,0.00181,0.001815,0.001808,0.001819,0.001866,0.001962,0.002098,0.002251,0.002402,0.00255,0.002687,0.002821,0.002964,0.003125,0.003309,0.003519,0.003753,0.00402,0.004303,0.004572,0.004814,0.005052,0.005302,0.00561,0.006019,0.006555,0.007196,0.00791,0.008649,0.009393,0.01012,0.010854,0.011661,0.012557,0.013498,0.014481,0.015535,0.016744,0.018107,0.019551,0.021066,0.02272,0.024559,0.026706,0.029286,0.032379,0.035937,0.03995,0.044268,0.048748,0.053315,0.058108,0.06322,0.068936,0.075513,0.083106,0.091548,0.100951,0.110752,0.120222,0.129045,0.137763,0.147182,0.157971,0.170532,0.184974,0.201146,0.21881,0.237689,0.257502,0.277995,0.298931,0.320529,0.342706,0.365368,0.385623,0.404904,0.42515,0.446407,0.468727,0.492164,0.516772,0.542611,0.569741,0.598228,0.62814,0.659547,0.692524,0.72715,0.763508,0.801683,0.841767,0.883855,0.928048,0.974451,1,1
1945,0.033404,0.003122,0.001812,0.001332,0.001182,0.001,0.000858,0.000752,0.000679,0.000636,0.000621,0.000633,0.000669,0.000729,0.000806,0.000898,0.000999,0.001106,0.001216,0.001326,0.001448,0.001567,0.001654,0.001695,0.001706,0.001708,0.001727,0.001775,0.001863,0.001985,0.00212,0.002256,0.0024,0.002548,0.002703,0.002875,0.00306,0.003245,0.003427,0.003612,0.003815,0.004045,0.004301,0.004587,0.004906,0.005256,0.005643,0.006077,0.006562,0.007098,0.007683,0.008313,0.00899,0.009713,0.010486,0.011345,0.012271,0.01321,0.014144,0.015114,0.016219,0.017483,0.018848,0.020317,0.021942,0.023779,0.025902,0.028364,0.031214,0.034453,0.038024,0.041945,0.046304,0.051131,0.056406,0.062199,0.068391,0.074789,0.081318,0.088123,0.095604,0.103806,0.112441,0.121486,0.131146,0.141691,0.153349,0.166266,0.180507,0.196055,0.212866,0.230872,0.249996,0.270158,0.291269,0.312973,0.335159,0.357701,0.380462,0.402495,0.42262,0.443751,0.465938,0.489235,0.513697,0.539382,0.566351,0.594668,0.624402,0.655622,0.688403,0.722823,0.758964,0.796912,0.836758,0.878596,0.922525,0.968652,1,1
1946,0.03084,0.002969,0.001565,0.001253,0.000977,0.000857,0.000761,0.000687,0.000629,0.000588,0.000564,0.000564,0.00059,0.000647,0.000728,0.000821,0.00092,0.001025,0.001135,0.001244,0.001365,0.001483,0.001567,0.001606,0.001613,0.001611,0.001625,0.001661,0.001729,0.001825,0.001932,0.002041,0.002165,0.002301,0.002451,0.002619,0.0028,0.00298,0.003156,0.003335,0.00353,0.003754,0.004009,0.004302,0.004632,0.004995,0.005389,0.005819,0.006286,0.006791,0.007345,0.007944,0.008584,0.009264,0.009991,0.010791,0.01166,0.012576,0.013533,0.014553,0.01573,0.017043,0.018386,0.019736,0.021176,0.022791,0.024718,0.02706,0.0299,0.033201,0.036838,0.04078,0.045123,0.049879,0.055031,0.06081,0.066984,0.073081,0.078937,0.084873,0.091323,0.098768,0.107408,0.117467,0.128826,0.141251,0.154554,0.16864,0.183512,0.199261,0.215991,0.233807,0.252802,0.273036,0.294549,0.316649,0.337149,0.356322,0.375361,0.394129,0.413836,0.434527,0.456254,0.479067,0.50302,0.528171,0.554579,0.582308,0.611424,0.641995,0.674095,0.707799,0.743189,0.780349,0.819366,0.860335,0.903351,0.948519,0.995945,1
1947,0.027956,0.002391,0.001444,0.001055,0.000868,0.000748,0.000655,0.000583,0.000528,0.000489,0.000468,0.000471,0.000503,0.000569,0.000659,0.000765,0.000873,0.000976,0.001067,0.001147,0.001232,0.001319,0.001388,0.001432,0.001459,0.001483,0.001517,0.001563,0.001627,0.001707,0.001797,0.001893,0.002004,0.002132,0.002276,0.002438,0.002614,0.002794,0.002976,0.003166,0.003374,0.00361,0.003878,0.004184,0.004527,0.004902,0.005308,0.00575,0.00623,0.006749,0.007318,0.00793,0.008568,0.009227,0.009919,0.010678,0.011514,0.012416,0.013389,0.014445,0.01567,0.017025,0.018396,0.019751,0.021181,0.022784,0.024713,0.027079,0.029972,0.03335,0.03707,0.041094,0.045529,0.050386,0.055645,0.061559,0.067868,0.074045,0.079903,0.085799,0.092154,0.099554,0.108331,0.118772,0.13066,0.143623,0.157357,0.171697,0.18663,0.20227,0.218762,0.236256,0.254888,0.274758,0.295943,0.317749,0.340075,0.362806,0.385815,0.405471,0.425745,0.447032,0.469384,0.492853,0.517496,0.54337,0.570539,0.599066,0.629019,0.66047,0.693494,0.728168,0.764577,0.802806,0.842946,0.885093,0.929348,0.975815,1,1
1948,0.027871,0.00236,0.001355,0.001113,0.000854,0.000732,0.000638,0.000566,0.000514,0.000479,0.000462,0.000466,0.000495,0.000552,0.000629,0.00072,0.000814,0.0009,0.000973,0.001035,0.001101,0.001169,0.001224,0.001261,0.001286,0.001311,0.001345,0.001388,0.001445,0.001516,0.001594,0.001683,0.001794,0.001929,0.002087,0.002264,0.002451,0.002645,0.00284,0.003042,0.003264,0.00351,0.003773,0.004055,0.004358,0.004689,0.005055,0.005461,0.005914,0.006413,0.006962,0.007553,0.00818,0.008837,0.009537,0.010305,0.011147,0.012048,0.013007,0.01404,0.015233,0.016553,0.017894,0.019227,0.020638,0.022228,0.02413,0.026421,0.029176,0.032374,0.035878,0.039703,0.044009,0.048838,0.054132,0.060108,0.066432,0.072523,0.078158,0.083735,0.089696,0.096722,0.105239,0.115581,0.127462,0.1404,0.154002,0.168054,0.182532,0.197572,0.213353,0.230066,0.247888,0.266959,0.287389,0.308432,0.329996,0.351977,0.37426,0.395294,0.415058,0.435811,0.457602,0.480482,0.504506,0.529731,0.556218,0.584029,0.61323,0.643892,0.676086,0.70989,0.745385,0.782654,0.821787,0.862876,0.90602,0.951321,0.998887,1
1949,0.027357,0.002166,0.001322,0.000988,0.000808,0.000694,0.000605,0.000538,0.00049,0.000458,0.000443,0.000447,0.000472,0.000518,0.00058,0.000655,0.000733,0.000806,0.000868,0.00092,0.000977,0.001037,0.001088,0.001128,0.001161,0.001194,0.001235,0.001285,0.001349,0.001425,0.00151,0.001605,0.00171,0.001828,0.001959,0.002106,0.00227,0.002445,0.002632,0.002834,0.003051,0.003294,0.003572,0.003892,0.00425,0.004645,0.005062,0.005476,0.005877,0.006282,0.006723,0.00722,0.007772,0.008388,0.009073,0.00983,0.010658,0.011554,0.012519,0.013566,0.014767,0.016095,0.017458,0.018834,0.020293,0.021931,0.023856,0.026122,0.028792,0.031854,0.035206,0.03887,0.042978,0.047571,0.052602,0.058248,0.064237,0.070102,0.075665,0.081248,0.087235,0.094166,0.102349,0.112046,0.123054,0.135025,0.147671,0.160839,0.174515,0.188809,0.203858,0.219808,0.236797,0.25493,0.274293,0.294252,0.314724,0.335616,0.356823,0.374701,0.393436,0.413108,0.433763,0.455451,0.478224,0.502135,0.527241,0.553604,0.581284,0.610348,0.640865,0.672909,0.706554,0.741882,0.778976,0.817925,0.858821,0.901762,0.94685,0.994192
1950,0.025512,0.002038,0.001172,0.000985,0.000738,0.000637,0.00056,0.0005,0.000454,0.00042,0.000401,0.000401,0.000425,0.000475,0.000544,0.000628,0.000713,0.000786,0.00084,0.000879,0.00092,0.000966,0.001009,0.001049,0.001088,0.001129,0.001176,0.001228,0.001287,0.001355,0.001431,0.001517,0.001616,0.001726,0.001851,0.00199,0.002145,0.002319,0.002516,0.002734,0.002974,0.003233,0.003509,0.003798,0.004106,0.004441,0.004805,0.005196,0.005614,0.006064,0.006564,0.007107,0.00767,0.008247,0.008857,0.009516,0.010261,0.01113,0.012145,0.013292,0.014624,0.016048,0.017415,0.018664,0.019907,0.021285,0.022987,0.025126,0.027804,0.030969,0.034488,0.038282,0.042394,0.046812,0.051559,0.056809,0.062487,0.068357,0.074355,0.080641,0.087437,0.094969,0.103321,0.112601,0.122771,0.133746,0.145457,0.157873,0.171001,0.184881,0.199559,0.215081,0.231483,0.248789,0.267012,0.285863,0.305287,0.325222,0.345597,0.366333,0.386485,0.405809,0.4261,0.447405,0.469775,0.493264,0.517927,0.543823,0.571014,0.599565,0.629543,0.66102,0.694072,0.728775,0.765214,0.803475,0.843648,0.885831,0.930122,0.976628
1951,0.024902,0.002231,0.001239,0.000914,0.000737,0.000644,0.00057,0.000509,0.000456,0.000412,0.000379,0.000366,0.000382,0.000431,0.000505,0.000595,0.000684,0.000759,0.000809,0.000842,0.000874,0.000914,0.000953,0.000994,0.001037,0.001084,0.001134,0.001187,0.001243,0.001305,0.001375,0.001456,0.001549,0.001656,0.001778,0.001912,0.002062,0.002235,0.002435,0.00266,0.002914,0.003185,0.003452,0.003706,0.003962,0.004228,0.004538,0.004926,0.005414,0.005979,0.006618,0.007273,0.007888,0.008431,0.008945,0.00949,0.010139,0.010925,0.011885,0.012998,0.014285,0.015661,0.017011,0.018286,0.019582,0.021038,0.022798,0.02491,0.027448,0.030396,0.033696,0.037316,0.0413,0.045651,0.050396,0.055573,0.061204,0.067288,0.073835,0.080863,0.088523,0.096724,0.105231,0.113978,0.123136,0.13295,0.143622,0.155278,0.16796,0.181634,0.196241,0.211705,0.227944,0.244882,0.262442,0.280646,0.299456,0.318826,0.338702,0.359024,0.377026,0.395877,0.415671,0.436454,0.458277,0.481191,0.50525,0.530513,0.557038,0.58489,0.614135,0.644842,0.677084,0.710938,0.746485,0.783809,0.822999,0.864149,0.907357,0.952725
1952,0.024983,0.002137,0.001275,0.000952,0.000792,0.000665,0.000567,0.000495,0.000443,0.000409,0.000393,0.000397,0.000424,0.000476,0.000544,0.000629,0.000714,0.000781,0.000818,0.000834,0.000847,0.00087,0.000898,0.000937,0.000983,0.001036,0.00109,0.001145,0.001197,0.001253,0.001314,0.001389,0.001479,0.00159,0.001718,0.001861,0.002018,0.002189,0.002378,0.002583,0.002813,0.003063,0.003318,0.003572,0.003838,0.004117,0.004435,0.004821,0.00529,0.005827,0.00643,0.007052,0.007646,0.008186,0.008708,0.009271,0.00993,0.010694,0.011591,0.012613,0.01379,0.015072,0.016381,0.017688,0.019065,0.020616,0.022442,0.024579,0.027082,0.029946,0.033144,0.036659,0.040523,0.044743,0.049345,0.05438,0.059856,0.065744,0.072045,0.078799,0.086168,0.094103,0.10242,0.111075,0.120212,0.13003,0.140697,0.152316,0.164926,0.178505,0.193009,0.20838,0.224555,0.241472,0.259067,0.277277,0.296053,0.314637,0.331253,0.347816,0.365207,0.383467,0.402641,0.422773,0.443911,0.466107,0.489412,0.513883,0.539577,0.566556,0.594884,0.624628,0.655859,0.688652,0.723085,0.759239,0.797201,0.837061,0.878914,0.92286
1953,0.024286,0.001878,0.001132,0.000922,0.000728,0.000604,0.00051,0.00044,0.00039,0.000358,0.000344,0.000349,0.000376,0.000426,0.000491,0.000571,0.000652,0.000714,0.000746,0.000758,0.000766,0.000784,0.000807,0.000839,0.000879,0.000923,0.000971,0.001023,0.001079,0.001141,0.001213,0.001296,0.001387,0.001488,0.001601,0.001725,0.001865,0.002029,0.002223,0.002442,0.002691,0.002955,0.003215,0.003462,0.003711,0.003969,0.004271,0.004648,0.005121,0.005669,0.006283,0.006912,0.007511,0.008052,0.00857,0.009138,0.009797,0.010535,0.011365,0.012298,0.013363,0.014551,0.015835,0.017214,0.018725,0.020438,0.02239,0.024578,0.027023,0.02975,0.032823,0.036241,0.039968,0.044006,0.048417,0.053196,0.058482,0.064456,0.071207,0.078645,0.086831,0.095455,0.104117,0.112642,0.121327,0.130615,0.140874,0.152326,0.16503,0.178906,0.193826,0.209636,0.226181,0.243317,0.260908,0.279129,0.297936,0.317277,0.337094,0.354829,0.372571,0.391199,0.410759,0.431297,0.452862,0.475505,0.49928,0.524244,0.550456,0.577979,0.606878,0.637222,0.669083,0.702537,0.737664,0.774547,0.813275,0.853939,0.896636,0.941467
1954,0.023276,0.001732,0.001069,0.000803,0.000635,0.000549,0.000481,0.000427,0.000384,0.00035,0.000329,0.000322,0.000336,0.00037,0.000421,0.000483,0.000546,0.0006,0.00064,0.000669,0.000699,0.000735,0.000768,0.000796,0.000822,0.00085,0.000884,0.000927,0.000981,0.001046,0.001121,0.001204,0.001294,0.00139,0.001494,0.001608,0.001739,0.001894,0.00208,0.002291,0.00253,0.002785,0.003034,0.00327,0.003506,0.003748,0.004031,0.004393,0.004857,0.005398,0.006009,0.006628,0.007188,0.007651,0.008066,0.008513,0.009063,0.009731,0.010549,0.011509,0.012606,0.013804,0.015076,0.01641,0.017846,0.019478,0.021338,0.023394,0.025659,0.028172,0.030983,0.034135,0.037651,0.041561,0.045884,0.050619,0.055796,0.06147,0.06767,0.074392,0.081786,0.089707,0.097862,0.106154,0.1148,0.124113,0.134353,0.145682,0.158152,0.171718,0.186304,0.201811,0.218138,0.235186,0.252863,0.271101,0.289832,0.30898,0.326131,0.342438,0.35956,0.377538,0.396415,0.416236,0.437047,0.4589,0.481845,0.505937,0.531234,0.557795,0.585685,0.614969,0.645718,0.678004,0.711904,0.747499,0.784874,0.824118,0.865324,0.90859
1955,0.023076,0.001685,0.000965,0.000783,0.000641,0.000539,0.000459,0.000398,0.000353,0.000322,0.000305,0.000305,0.000324,0.000362,0.000414,0.000479,0.000545,0.000603,0.000645,0.000677,0.00071,0.000747,0.000779,0.000803,0.000824,0.000846,0.000874,0.00091,0.000957,0.001015,0.001082,0.001158,0.001245,0.001344,0.001456,0.00158,0.001717,0.001874,0.002051,0.002247,0.002468,0.002704,0.002939,0.003169,0.003404,0.003653,0.003938,0.004278,0.004684,0.005147,0.005664,0.006205,0.006743,0.007262,0.007785,0.008371,0.009038,0.009761,0.010543,0.011406,0.01237,0.013465,0.014718,0.016148,0.017759,0.019624,0.021675,0.023778,0.025888,0.028117,0.030589,0.033492,0.036954,0.04108,0.045815,0.05108,0.056748,0.062766,0.069086,0.0758,0.083167,0.091213,0.099745,0.108744,0.118344,0.128721,0.140022,0.152341,0.165718,0.180138,0.195568,0.21196,0.229259,0.247407,0.266346,0.285852,0.305841,0.326216,0.344899,0.362144,0.380251,0.399264,0.419227,0.440188,0.462198,0.485307,0.509573,0.535051,0.561804,0.589894,0.619389,0.650358,0.682876,0.71702,0.752871,0.790515,0.83004,0.871542,0.91512,0.960875
1956,0.02264,0.001718,0.000959,0.000687,0.000626,0.000523,0.000443,0.000384,0.000342,0.000315,0.000303,0.000307,0.000328,0.000367,0.000418,0.000481,0.000546,0.0006,0.000638,0.000662,0.000688,0.000719,0.000747,0.000771,0.000794,0.000818,0.000848,0.000888,0.000941,0.001006,0.001082,0.001164,0.001251,0.00134,0.001435,0.001539,0.00166,0.001806,0.001981,0.002182,0.002405,0.002642,0.002887,0.003136,0.003394,0.003677,0.00399,0.004324,0.004682,0.005069,0.00549,0.005954,0.006467,0.007037,0.007664,0.008373,0.00914,0.009916,0.010681,0.011477,0.012358,0.013384,0.014583,0.01599,0.017597,0.019458,0.021494,0.023578,0.025665,0.027866,0.030329,0.033223,0.036627,0.040632,0.045213,0.050295,0.055827,0.06184,0.068331,0.075337,0.083041,0.091378,0.100121,0.109214,0.118821,0.129171,0.140456,0.152792,0.166218,0.180702,0.196186,0.212595,0.229851,0.247875,0.266588,0.285889,0.3057,0.325937,0.346504,0.367294,0.386064,0.405367,0.425635,0.446917,0.469263,0.492726,0.517362,0.54323,0.570392,0.598911,0.628857,0.6603,0.693315,0.72798,0.764379,0.802598,0.842728,0.884865,0.929108,0.975563
1957,0.023044,0.001767,0.000964,0.000755,0.000601,0.000518,0.000454,0.000405,0.000366,0.000336,0.000318,0.000316,0.000334,0.000376,0.000434,0.000504,0.000575,0.000631,0.000666,0.000686,0.000705,0.000732,0.000757,0.000784,0.000812,0.000841,0.000876,0.000923,0.000983,0.001056,0.00114,0.001229,0.001321,0.001413,0.001508,0.001614,0.001736,0.001875,0.002033,0.002211,0.00241,0.002627,0.002861,0.003112,0.003383,0.003677,0.004002,0.004362,0.004762,0.0052,0.005685,0.006205,0.006736,0.007271,0.007826,0.008447,0.009145,0.009898,0.010711,0.011601,0.012594,0.013714,0.014979,0.016406,0.018002,0.019834,0.02185,0.023936,0.026054,0.028303,0.030846,0.033801,0.037178,0.041036,0.045398,0.050247,0.055615,0.061588,0.068204,0.075466,0.08345,0.092073,0.10119,0.110753,0.120886,0.131764,0.143529,0.156267,0.17,0.184695,0.200299,0.216744,0.233961,0.251879,0.270428,0.289605,0.309352,0.329601,0.350276,0.371293,0.390408,0.409928,0.430424,0.451946,0.474543,0.49827,0.523184,0.549343,0.57681,0.60565,0.635933,0.66773,0.701116,0.736172,0.77298,0.811629,0.852211,0.894822,0.939563,0.986541
1958,0.023723,0.001713,0.000997,0.000761,0.000628,0.000528,0.00045,0.00039,0.000346,0.000316,0.000301,0.0003,0.000316,0.000349,0.000394,0.000451,0.00051,0.00056,0.000595,0.000619,0.000644,0.000675,0.000705,0.000735,0.000766,0.0008,0.000838,0.000884,0.00094,0.001006,0.001081,0.001162,0.001248,0.001338,0.001434,0.001541,0.001664,0.001801,0.001956,0.002129,0.002322,0.002533,0.002764,0.003014,0.003287,0.003582,0.003905,0.004263,0.00466,0.005093,0.005576,0.00609,0.006604,0.007104,0.007614,0.008175,0.008821,0.009551,0.010381,0.011315,0.012372,0.013538,0.014792,0.016128,0.017578,0.019239,0.021113,0.023126,0.02527,0.027615,0.030291,0.033357,0.036784,0.040601,0.044866,0.049576,0.054848,0.060842,0.067644,0.075195,0.083503,0.092378,0.101606,0.111087,0.120997,0.131597,0.143099,0.155629,0.169215,0.1838,0.1993,0.215614,0.232637,0.250272,0.268423,0.287218,0.306609,0.326542,0.346952,0.36777,0.388417,0.407838,0.42823,0.449642,0.472124,0.49573,0.520516,0.546542,0.573869,0.602563,0.632691,0.664325,0.697542,0.732419,0.76904,0.807492,0.847866,0.89026,0.934773,0.981511
1959,0.023048,0.001605,0.000925,0.000704,0.000623,0.000528,0.000453,0.000395,0.000351,0.000319,0.000301,0.000297,0.000312,0.000346,0.000393,0.000452,0.000512,0.000564,0.0006,0.000624,0.000651,0.000682,0.000712,0.000738,0.000764,0.000791,0.000823,0.000867,0.000926,0.000997,0.001079,0.001166,0.001253,0.001337,0.001423,0.001518,0.00163,0.00176,0.001911,0.002084,0.002276,0.002486,0.002712,0.002955,0.003217,0.003503,0.003816,0.004158,0.004532,0.004939,0.00539,0.005875,0.006374,0.006879,0.007406,0.00799,0.008648,0.009376,0.010183,0.011077,0.012085,0.013204,0.014406,0.01569,0.017086,0.018688,0.020497,0.02244,0.024512,0.02678,0.029385,0.032377,0.035709,0.039404,0.043532,0.048066,0.053174,0.059102,0.06597,0.073661,0.082133,0.09109,0.100244,0.109444,0.118919,0.129012,0.140007,0.152069,0.165234,0.179423,0.194522,0.210397,0.226912,0.243942,0.261369,0.279442,0.298126,0.317377,0.337146,0.357375,0.378817,0.399623,0.419604,0.440584,0.462613,0.485744,0.510031,0.535533,0.562309,0.590425,0.619946,0.650943,0.68349,0.717665,0.753548,0.791226,0.830787,0.872326,0.915942,0.96174
1960,0.022619,0.001639,0.000941,0.000728,0.00061,0.000522,0.000453,0.000398,0.000355,0.000322,0.000301,0.000295,0.000307,0.000338,0.000384,0.000442,0.000501,0.000551,0.000586,0.000609,0.000634,0.000664,0.000695,0.000728,0.000763,0.000801,0.000843,0.000889,0.00094,0.000997,0.001062,0.001136,0.001217,0.001307,0.001406,0.001516,0.001641,0.001785,0.001952,0.00214,0.002348,0.002572,0.002806,0.003048,0.003303,0.003576,0.003878,0.00421,0.004577,0.004979,0.005434,0.005922,0.006401,0.006857,0.00732,0.007815,0.008403,0.009139,0.01006,0.011137,0.01237,0.013673,0.014946,0.016142,0.017339,0.018692,0.020296,0.022129,0.02423,0.026624,0.029408,0.03254,0.035907,0.039486,0.043404,0.047662,0.052565,0.058493,0.065636,0.073783,0.082775,0.092145,0.101505,0.110623,0.119808,0.129536,0.140196,0.152014,0.165034,0.179141,0.194172,0.209939,0.226251,0.242939,0.259844,0.277427,0.295668,0.314541,0.334017,0.354058,0.375301,0.397819,0.421417,0.442488,0.464613,0.487843,0.512236,0.537847,0.56474,0.592977,0.622626,0.653757,0.686445,0.720767,0.756805,0.794646,0.834378,0.876097,0.919902,0.965897
1961,0.021986,0.001523,0.000916,0.000677,0.000578,0.000494,0.000427,0.000375,0.000334,0.000302,0.000282,0.000276,0.000289,0.000321,0.000368,0.000426,0.000485,0.000535,0.000568,0.000591,0.000614,0.000643,0.000672,0.000702,0.000734,0.000768,0.000807,0.000853,0.000907,0.00097,0.001042,0.00112,0.001205,0.001296,0.001396,0.001507,0.001631,0.001767,0.001916,0.00208,0.00226,0.002459,0.002678,0.00292,0.003185,0.003468,0.003774,0.004115,0.004494,0.004907,0.005381,0.00588,0.006336,0.006721,0.007082,0.007456,0.007939,0.008615,0.009541,0.010669,0.011965,0.01331,0.014599,0.015771,0.016912,0.0182,0.019738,0.021489,0.023491,0.025771,0.028412,0.031392,0.034637,0.038137,0.041997,0.046286,0.051189,0.056881,0.063476,0.070901,0.079034,0.087739,0.096988,0.106733,0.117036,0.127995,0.139687,0.152149,0.165382,0.179348,0.193998,0.209275,0.225121,0.241479,0.258292,0.275778,0.293917,0.312683,0.332046,0.351969,0.373087,0.395472,0.419201,0.441826,0.463918,0.487114,0.511469,0.537043,0.563895,0.59209,0.621694,0.652779,0.685418,0.719689,0.755673,0.793457,0.83313,0.874786,0.918526,0.964452
1962,0.02184,0.001532,0.000909,0.000688,0.000537,0.000479,0.000431,0.000389,0.000351,0.000317,0.00029,0.000276,0.000283,0.000316,0.000367,0.000429,0.00049,0.000543,0.000582,0.00061,0.000639,0.000674,0.000706,0.000737,0.000768,0.000801,0.000839,0.000882,0.00093,0.000985,0.001046,0.001116,0.0012,0.0013,0.001415,0.001544,0.001684,0.001831,0.001983,0.002144,0.00232,0.002516,0.002734,0.002977,0.003243,0.00353,0.003839,0.004179,0.004553,0.004959,0.005424,0.005917,0.006376,0.006778,0.007165,0.007569,0.008077,0.008771,0.009703,0.010828,0.012118,0.013458,0.014744,0.015914,0.017055,0.018352,0.019898,0.02164,0.023609,0.025845,0.028421,0.031355,0.034626,0.03825,0.042295,0.046884,0.052067,0.057816,0.064159,0.071166,0.078764,0.087148,0.096625,0.107323,0.11907,0.131598,0.144685,0.158195,0.172086,0.186395,0.201181,0.21651,0.232445,0.249036,0.266321,0.284304,0.302966,0.322284,0.342227,0.362761,0.384527,0.407598,0.432054,0.455156,0.477914,0.501809,0.5269,0.553245,0.580907,0.609952,0.64045,0.672473,0.706096,0.741401,0.778471,0.817395,0.858264,0.901178,0.946236,0.993548
1963,0.021809,0.001518,0.000897,0.000694,0.000573,0.000489,0.000423,0.000371,0.000331,0.000301,0.000282,0.000278,0.000294,0.000331,0.000385,0.00045,0.000516,0.00057,0.000605,0.000627,0.000649,0.000677,0.000705,0.000735,0.000768,0.000805,0.000845,0.00089,0.000938,0.000993,0.001054,0.001124,0.00121,0.001313,0.001432,0.001567,0.001712,0.001862,0.002016,0.002177,0.002352,0.002549,0.002768,0.003014,0.003286,0.003579,0.003894,0.004237,0.004611,0.005014,0.005475,0.005966,0.00643,0.006847,0.007256,0.007682,0.008209,0.00892,0.009865,0.010999,0.0123,0.013648,0.014924,0.016062,0.017157,0.018404,0.019909,0.02162,0.023577,0.025815,0.028389,0.031325,0.034632,0.038337,0.042489,0.047243,0.052577,0.058357,0.064563,0.071337,0.078628,0.086806,0.096372,0.10755,0.120029,0.133338,0.147085,0.161035,0.175124,0.189429,0.204069,0.21918,0.234892,0.251314,0.268538,0.286484,0.305141,0.324491,0.344514,0.365185,0.387096,0.410322,0.434941,0.461038,0.488402,0.512822,0.538463,0.565386,0.593656,0.623339,0.654506,0.687231,0.721592,0.757672,0.795556,0.835333,0.8771,0.920955,0.967003,1
1964,0.02153,0.001521,0.000844,0.000659,0.000526,0.00046,0.000409,0.000366,0.00033,0.0003,0.000279,0.000271,0.000285,0.000324,0.00038,0.000447,0.000514,0.00057,0.000607,0.000631,0.000656,0.000686,0.000714,0.000739,0.000763,0.000788,0.000819,0.000862,0.000921,0.000993,0.001075,0.001162,0.001256,0.001354,0.001459,0.001576,0.001706,0.001845,0.001994,0.002155,0.002334,0.002531,0.002748,0.002985,0.003244,0.003518,0.003818,0.004164,0.004566,0.005013,0.005527,0.006057,0.006524,0.006893,0.007217,0.007541,0.007978,0.008623,0.009539,0.010671,0.011968,0.013298,0.014554,0.015671,0.016735,0.017954,0.019416,0.021038,0.022845,0.024892,0.027235,0.029942,0.033066,0.036656,0.040733,0.045414,0.050622,0.056191,0.062077,0.068445,0.075284,0.083003,0.092113,0.102855,0.114906,0.127772,0.141042,0.154474,0.168001,0.181709,0.19573,0.210212,0.2253,0.241114,0.25776,0.27509,0.293087,0.311732,0.331,0.35086,0.371912,0.394226,0.41788,0.442953,0.465823,0.489114,0.51357,0.539249,0.566211,0.594522,0.624248,0.65546,0.688233,0.722645,0.758777,0.796716,0.836552,0.878379,0.922298,0.968413
1965,0.021336,0.001403,0.000884,0.000644,0.000549,0.00047,0.000407,0.000358,0.000318,0.000287,0.000267,0.000263,0.000278,0.000315,0.000369,0.000435,0.0005,0.000556,0.000595,0.000621,0.000649,0.000682,0.000711,0.000733,0.000753,0.000773,0.0008,0.000842,0.000903,0.00098,0.001068,0.001161,0.001257,0.001353,0.001454,0.001565,0.001692,0.001831,0.001985,0.002155,0.002341,0.002545,0.002771,0.003021,0.003295,0.003587,0.0039,0.004241,0.004615,0.005016,0.005473,0.005954,0.006396,0.006776,0.007135,0.00751,0.007986,0.008632,0.009498,0.010545,0.011732,0.012971,0.0142,0.015377,0.01656,0.017936,0.01952,0.021166,0.022858,0.024695,0.026777,0.029271,0.032308,0.035992,0.040284,0.045239,0.050661,0.056302,0.062058,0.068161,0.074677,0.082143,0.091139,0.101963,0.114229,0.12734,0.140803,0.154328,0.167842,0.181458,0.19534,0.209675,0.224648,0.240413,0.257106,0.274474,0.292496,0.31115,0.330406,0.35023,0.371244,0.393519,0.41713,0.442158,0.468687,0.496099,0.520904,0.546949,0.574296,0.603011,0.633162,0.66482,0.698061,0.732964,0.769612,0.808092,0.848497,0.890922,0.935468,0.982241
