Probability of death for males by calendar year and by single year of age (ages 0 to 119).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
1944,0.043956,0.004155,0.002395,0.001827,0.001445,0.001327,0.001229,0.001144,0.001069,0.001008,0.00097,0.000971,0.001026,0.001148,0.001327,0.001501,0.00169,0.001971,0.002367,0.002826,0.003347,0.003802,0.004038,0.003971,0.003689,0.00333,0.003039,0.002856,0.002846,0.002969,0.003127,0.003265,0.003418,0.003576,0.003745,0.003947,0.004187,0.004453,0.004742,0.00506,0.005426,0.005835,0.006269,0.006721,0.00721,0.007741,0.00835,0.009075,0.00994,0.010927,0.01199,0.013107,0.014298,0.015559,0.016884,0.018314,0.019808,0.021284,0.022708,0.024131,0.02569,0.027412,0.029214,0.031094,0.033116,0.035336,0.037857,0.040771,0.044146,0.04796,0.052193,0.056771,0.061652,0.06681,0.072319,0.078197,0.084613,0.091751,0.09971,0.108372,0.117836,0.127704,0.137438,0.146809,0.156206,0.166204,0.177278,0.18971,0.203574,0.218758,0.235092,0.252374,0.270402,0.28899,0.307967,0.327225,0.346662,0.366168,0.385623,0.404904,0.42515,0.446407,0.468727,0.492164,0.516772,0.542611,0.569741,0.598228,0.62814,0.659547,0.692524,0.72715,0.763508,0.801683,0.841767,0.883855,0.928048,0.974451,1,1
1945,0.042501,0.003528,0.002106,0.001637,0.001439,0.001283,0.001156,0.001054,0.000976,0.000922,0.000899,0.000915,0.000983,0.001108,0.001285,0.001459,0.001654,0.001942,0.002346,0.002816,0.003342,0.003807,0.004074,0.004067,0.003863,0.003594,0.003379,0.003236,0.003214,0.003287,0.003381,0.003463,0.003576,0.003721,0.003897,0.004109,0.004351,0.004606,0.004869,0.00515,0.005473,0.005846,0.006256,0.006705,0.007202,0.00775,0.008371,0.009091,0.009927,0.010869,0.011876,0.01295,0.014128,0.015419,0.016804,0.0183,0.019845,0.021349,0.02277,0.024163,0.025676,0.027348,0.029087,0.030897,0.032836,0.034986,0.037424,0.040184,0.043314,0.046832,0.050657,0.054863,0.059627,0.065019,0.070966,0.077481,0.084348,0.091303,0.098222,0.105299,0.112919,0.121283,0.130286,0.139989,0.150451,0.161722,0.173847,0.186864,0.200803,0.215685,0.231521,0.248316,0.266061,0.284742,0.304332,0.324125,0.343986,0.363772,0.383328,0.402495,0.42262,0.443751,0.465938,0.489235,0.513697,0.539382,0.566351,0.594668,0.624402,0.655622,0.688403,0.722823,0.758964,0.796912,0.836758,0.878596,0.922525,0.968652,1,1
1946,0.039409,0.003279,0.001896,0.001511,0.001239,0.001137,0.001059,0.000994,0.000932,0.000875,0.000833,0.000828,0.000882,0.001008,0.001188,0.001387,0.001581,0.001773,0.001954,0.002119,0.002299,0.002467,0.002561,0.002556,0.002482,0.002383,0.002313,0.002291,0.002343,0.002454,0.002589,0.002726,0.002883,0.003055,0.003247,0.00347,0.003722,0.003989,0.004269,0.004569,0.004911,0.0053,0.005731,0.006207,0.006735,0.007308,0.00795,0.008698,0.00957,0.010549,0.011606,0.012714,0.01387,0.015062,0.016297,0.017608,0.018991,0.020413,0.021866,0.023366,0.025014,0.026779,0.028539,0.030263,0.032038,0.034003,0.036274,0.038873,0.04186,0.045248,0.048894,0.05291,0.057578,0.063003,0.069048,0.075834,0.08289,0.089563,0.095567,0.101356,0.107389,0.114503,0.123276,0.134122,0.146615,0.160073,0.173942,0.187912,0.201932,0.216173,0.230866,0.246265,0.262613,0.280109,0.298923,0.317975,0.337149,0.356322,0.375361,0.394129,0.413836,0.434527,0.456254,0.479067,0.50302,0.528171,0.554579,0.582308,0.611424,0.641995,0.674095,0.707799,0.743189,0.780349,0.819366,0.860335,0.903351,0.948519,0.995945,1
1947,0.03594,0.002665,0.00181,0.001332,0.001065,0.000975,0.000906,0.000849,0.000795,0.000745,0.000711,0.000709,0.00076,0.000877,0.001043,0.001226,0.001405,0.001584,0.001754,0.001912,0.002083,0.002243,0.002339,0.002348,0.002296,0.002227,0.00218,0.002168,0.002209,0.002296,0.002404,0.00252,0.002663,0.002833,0.003031,0.003258,0.003517,0.003808,0.004132,0.00449,0.004899,0.00535,0.005816,0.00629,0.00679,0.007329,0.007948,0.00869,0.00958,0.010597,0.011697,0.012849,0.014055,0.015304,0.016602,0.017981,0.019437,0.020933,0.022461,0.024039,0.025773,0.027626,0.029465,0.031255,0.033089,0.035102,0.037431,0.040135,0.043286,0.046878,0.05074,0.054943,0.059747,0.065236,0.071287,0.078142,0.085285,0.091904,0.097673,0.103145,0.108769,0.115644,0.12467,0.136409,0.15022,0.1651,0.180231,0.195157,0.209792,0.224373,0.239219,0.254686,0.271118,0.288799,0.307974,0.327412,0.347004,0.36663,0.386163,0.405471,0.425745,0.447032,0.469384,0.492853,0.517496,0.54337,0.570539,0.599066,0.629019,0.66047,0.693494,0.728168,0.764577,0.802806,0.842946,0.885093,0.929348,0.975815,1,1
1948,0.035882,0.002727,0.001576,0.001375,0.001076,0.000958,0.000869,0.0008,0.000744,0.000701,0.000678,0.000687,0.000741,0.000848,0.000995,0.001158,0.001321,0.001487,0.001651,0.001807,0.001976,0.002134,0.002229,0.002237,0.002186,0.002118,0.002073,0.002061,0.002101,0.002186,0.002291,0.002406,0.002546,0.002711,0.002904,0.003127,0.003382,0.003669,0.003989,0.004345,0.004751,0.005198,0.005666,0.006149,0.006662,0.007213,0.007841,0.008587,0.009475,0.010483,0.011577,0.01272,0.013901,0.015107,0.01635,0.01767,0.019075,0.020537,0.022056,0.023643,0.025378,0.027233,0.029106,0.030969,0.032901,0.035028,0.037443,0.040151,0.043197,0.046605,0.050244,0.054243,0.058891,0.064299,0.070319,0.077161,0.084259,0.090775,0.096359,0.101591,0.106911,0.113502,0.122368,0.134117,0.148034,0.163001,0.178109,0.192847,0.207117,0.221175,0.23537,0.250097,0.265736,0.282609,0.300998,0.319676,0.338549,0.357517,0.37647,0.395294,0.415058,0.435811,0.457602,0.480482,0.504506,0.529731,0.556218,0.584029,0.61323,0.643892,0.676086,0.70989,0.745385,0.782654,0.821787,0.862876,0.90602,0.951321,0.998887,1
1949,0.035157,0.002457,0.001649,0.001177,0.001019,0.000919,0.000844,0.000786,0.000737,0.000697,0.000674,0.00068,0.000732,0.000837,0.000981,0.001143,0.001301,0.001453,0.00159,0.00171,0.001838,0.00196,0.002037,0.002052,0.002025,0.001988,0.001969,0.001968,0.001999,0.00206,0.002135,0.002225,0.002352,0.002522,0.002731,0.002977,0.003249,0.003536,0.003831,0.004145,0.004493,0.004891,0.00535,0.005878,0.006472,0.007128,0.007834,0.008581,0.009364,0.010195,0.011086,0.012058,0.013128,0.014306,0.015587,0.016958,0.018406,0.019928,0.021521,0.023192,0.025014,0.02695,0.028896,0.03082,0.032795,0.034965,0.037406,0.040084,0.043028,0.046282,0.049744,0.053575,0.058078,0.063381,0.069324,0.075971,0.08284,0.089324,0.095142,0.100725,0.106506,0.113286,0.121622,0.131908,0.143733,0.156438,0.169484,0.182568,0.195641,0.208866,0.222469,0.236697,0.251793,0.267958,0.285368,0.303054,0.32093,0.338898,0.356858,0.374701,0.393436,0.413108,0.433763,0.455451,0.478224,0.502135,0.527241,0.553604,0.581284,0.610348,0.640865,0.672909,0.706554,0.741882,0.778976,0.817925,0.858821,0.901762,0.94685,0.994192
1950,0.032794,0.002446,0.001408,0.001147,0.000862,0.00079,0.000738,0.000696,0.000656,0.000619,0.000595,0.0006,0.000654,0.00077,0.000929,0.001107,0.001279,0.001438,0.001572,0.001684,0.001801,0.001914,0.001986,0.002004,0.001985,0.001955,0.00194,0.001945,0.001982,0.002048,0.002132,0.002229,0.002344,0.002478,0.002636,0.002822,0.003041,0.003302,0.003608,0.003959,0.004356,0.004794,0.005268,0.005776,0.006325,0.006925,0.007587,0.008315,0.009116,0.00999,0.010936,0.011952,0.013035,0.014185,0.015409,0.016715,0.018113,0.019606,0.021202,0.022899,0.024757,0.026729,0.028713,0.030676,0.032691,0.034871,0.037321,0.040078,0.043197,0.046672,0.050464,0.054558,0.058993,0.063778,0.068931,0.074579,0.080656,0.086977,0.093491,0.10034,0.107612,0.115584,0.124516,0.134558,0.14555,0.157231,0.169386,0.181893,0.194721,0.207928,0.221591,0.235794,0.250621,0.266135,0.282393,0.299017,0.315957,0.333157,0.350553,0.368081,0.386485,0.405809,0.4261,0.447405,0.469775,0.493264,0.517927,0.543823,0.571014,0.599565,0.629543,0.66102,0.694072,0.728775,0.765214,0.803475,0.843648,0.885831,0.930122,0.976628
1951,0.032141,0.002393,0.001504,0.001084,0.000989,0.000854,0.000755,0.000683,0.000629,0.000594,0.000582,0.000603,0.00067,0.00079,0.000949,0.001126,0.001301,0.001466,0.001611,0.001736,0.001867,0.001992,0.00207,0.002087,0.002061,0.002024,0.002,0.001994,0.002018,0.00207,0.002139,0.002221,0.002324,0.002451,0.002605,0.002783,0.002996,0.00326,0.003584,0.003961,0.004396,0.004864,0.005335,0.005794,0.006264,0.006766,0.00735,0.008058,0.008919,0.009908,0.010986,0.012109,0.013265,0.014438,0.015643,0.016935,0.018322,0.01976,0.021244,0.022797,0.024471,0.026286,0.028228,0.030306,0.032541,0.034995,0.037664,0.040503,0.043509,0.046737,0.050256,0.054138,0.058415,0.063126,0.068281,0.073803,0.079744,0.086253,0.09338,0.10106,0.109369,0.118064,0.126795,0.135417,0.144171,0.153423,0.163472,0.1745,0.186555,0.199571,0.213441,0.228041,0.243243,0.25893,0.274991,0.291387,0.308059,0.324944,0.341973,0.359072,0.377026,0.395877,0.415671,0.436454,0.458277,0.481191,0.50525,0.530513,0.557038,0.58489,0.614135,0.644842,0.677084,0.710938,0.746485,0.783809,0.822999,0.864149,0.907357,0.952725
1952,0.031955,0.002406,0.001531,0.001139,0.000927,0.000824,0.000749,0.00069,0.000636,0.000588,0.000557,0.000562,0.000629,0.000771,0.000966,0.001185,0.001394,0.001581,0.00173,0.001846,0.001964,0.002078,0.002143,0.002147,0.002106,0.002051,0.00201,0.001989,0.002001,0.002043,0.002103,0.002176,0.00227,0.002387,0.00253,0.002701,0.002907,0.003163,0.003475,0.003839,0.004257,0.004714,0.00519,0.005678,0.006193,0.00675,0.007379,0.008106,0.008949,0.009894,0.01092,0.012002,0.013129,0.014291,0.015501,0.016793,0.018176,0.019633,0.021163,0.022778,0.024516,0.026374,0.028323,0.030358,0.032509,0.034875,0.037448,0.040146,0.042955,0.04595,0.049241,0.052922,0.057018,0.061582,0.06663,0.071885,0.077574,0.084226,0.092022,0.100643,0.110149,0.119666,0.128125,0.135022,0.141074,0.147387,0.154889,0.164142,0.175299,0.188148,0.202361,0.217553,0.233339,0.249377,0.265352,0.281603,0.298058,0.314637,0.331253,0.347816,0.365207,0.383467,0.402641,0.422773,0.443911,0.466107,0.489412,0.513883,0.539577,0.566556,0.594884,0.624628,0.655859,0.688652,0.723085,0.759239,0.797201,0.837061,0.878914,0.92286
1953,0.031247,0.002226,0.001374,0.001084,0.000875,0.000772,0.000697,0.00064,0.000592,0.000554,0.000534,0.000548,0.000615,0.000744,0.00092,0.001112,0.001299,0.001481,0.00165,0.001801,0.001963,0.002112,0.002189,0.002172,0.002088,0.001981,0.001897,0.001851,0.001865,0.001929,0.002017,0.002112,0.002215,0.002324,0.002446,0.002592,0.002779,0.003025,0.003341,0.003718,0.004153,0.004621,0.005103,0.005587,0.006091,0.006633,0.007249,0.007966,0.008805,0.009749,0.010782,0.011868,0.01298,0.0141,0.015252,0.016476,0.01781,0.019264,0.020856,0.022579,0.024439,0.026406,0.028444,0.03054,0.032727,0.035125,0.037728,0.040436,0.043232,0.046196,0.049477,0.05315,0.05719,0.061633,0.066533,0.071597,0.077157,0.083883,0.092019,0.101157,0.111283,0.121347,0.130139,0.137069,0.142961,0.149083,0.156502,0.16586,0.177329,0.190653,0.205446,0.221258,0.237638,0.25419,0.270548,0.287183,0.304016,0.320963,0.337933,0.354829,0.372571,0.391199,0.410759,0.431297,0.452862,0.475505,0.49928,0.524244,0.550456,0.577979,0.606878,0.637222,0.669083,0.702537,0.737664,0.774547,0.813275,0.853939,0.896636,0.941467
1954,0.0299,0.002032,0.001241,0.000963,0.000782,0.000703,0.000646,0.000599,0.000554,0.000514,0.000487,0.000492,0.000548,0.000667,0.000833,0.001015,0.001191,0.001364,0.001526,0.001673,0.00183,0.001975,0.002055,0.002049,0.001982,0.001895,0.001827,0.001788,0.001797,0.001845,0.001913,0.001987,0.002076,0.002176,0.002296,0.002441,0.002622,0.002847,0.003123,0.003447,0.003819,0.004233,0.004679,0.005156,0.005672,0.006228,0.006849,0.007564,0.008389,0.009307,0.010318,0.011374,0.012424,0.01344,0.014461,0.015543,0.016747,0.018095,0.019616,0.021297,0.023113,0.025035,0.027066,0.029197,0.031447,0.033905,0.036545,0.039262,0.042029,0.044924,0.048109,0.051652,0.055499,0.059678,0.06425,0.06895,0.074113,0.080387,0.088015,0.096603,0.10617,0.115668,0.123865,0.130166,0.135411,0.140898,0.147721,0.156546,0.167558,0.180508,0.19501,0.210611,0.226854,0.243339,0.259695,0.276256,0.292923,0.309586,0.326131,0.342438,0.35956,0.377538,0.396415,0.416236,0.437047,0.4589,0.481845,0.505937,0.531234,0.557795,0.585685,0.614969,0.645718,0.678004,0.711904,0.747499,0.784874,0.824118,0.865324,0.90859
1955,0.029631,0.001969,0.00119,0.000929,0.000726,0.000669,0.000627,0.000591,0.000551,0.000509,0.000477,0.000477,0.000533,0.000659,0.000837,0.001032,0.001218,0.001396,0.001557,0.001697,0.001845,0.001982,0.002055,0.002045,0.001976,0.001888,0.001818,0.001772,0.001768,0.001801,0.001849,0.001909,0.001994,0.002108,0.002252,0.002426,0.002631,0.002871,0.003148,0.003464,0.003826,0.004229,0.004664,0.005126,0.005626,0.006168,0.006775,0.007472,0.008276,0.009172,0.010155,0.01119,0.012246,0.013304,0.014391,0.015557,0.016834,0.018216,0.019717,0.021341,0.023087,0.024962,0.026985,0.029166,0.031508,0.034084,0.036838,0.039644,0.042462,0.045389,0.048593,0.052188,0.056165,0.060576,0.065451,0.070541,0.076079,0.082575,0.090213,0.098692,0.10812,0.11763,0.126127,0.133108,0.139321,0.145909,0.153833,0.163674,0.175597,0.189386,0.204709,0.221174,0.238384,0.255992,0.273676,0.291537,0.309451,0.327286,0.344899,0.362144,0.380251,0.399264,0.419227,0.440188,0.462198,0.485307,0.509573,0.535051,0.561804,0.589894,0.619389,0.650358,0.682876,0.71702,0.752871,0.790515,0.83004,0.871542,0.91512,0.960875
1956,0.029342,0.001886,0.001149,0.000886,0.00073,0.000651,0.000594,0.00055,0.00051,0.000476,0.000455,0.000467,0.000531,0.00066,0.000835,0.001025,0.001209,0.001391,0.001561,0.001716,0.001883,0.002035,0.002111,0.002087,0.001992,0.001871,0.001774,0.001717,0.001724,0.001782,0.001865,0.00195,0.002043,0.00214,0.002249,0.002383,0.002555,0.002776,0.003052,0.003381,0.003757,0.004171,0.004618,0.005096,0.005611,0.006179,0.006808,0.007497,0.008251,0.009073,0.009967,0.010933,0.011974,0.013093,0.014294,0.015591,0.016982,0.01846,0.020025,0.021687,0.023465,0.025373,0.027412,0.02959,0.031913,0.034463,0.037186,0.039949,0.04271,0.045571,0.04872,0.052265,0.056181,0.060515,0.065312,0.070347,0.075871,0.082401,0.090129,0.098758,0.108337,0.118043,0.126883,0.134391,0.141253,0.148519,0.157067,0.167426,0.179738,0.193798,0.209293,0.225855,0.243117,0.260753,0.278465,0.296381,0.314388,0.332361,0.350171,0.36768,0.386064,0.405367,0.425635,0.446917,0.469263,0.492726,0.517362,0.54323,0.570392,0.598911,0.628857,0.6603,0.693315,0.72798,0.764379,0.802598,0.842728,0.884865,0.929108,0.975563
1957,0.029569,0.00193,0.001174,0.000859,0.000723,0.00066,0.000616,0.000579,0.00054,0.000499,0.000468,0.000471,0.000533,0.000669,0.000858,0.001065,0.001262,0.001443,0.001593,0.001715,0.001844,0.001964,0.002023,0.002003,0.001928,0.001833,0.001757,0.001718,0.001735,0.001798,0.001885,0.001977,0.00208,0.00219,0.002313,0.002461,0.002646,0.002877,0.003161,0.003495,0.003882,0.004305,0.004748,0.005202,0.005683,0.006203,0.006797,0.007496,0.008323,0.009259,0.010296,0.011387,0.012485,0.013562,0.014657,0.01582,0.017119,0.018588,0.020264,0.022124,0.024122,0.026223,0.028435,0.030748,0.033174,0.035811,0.038612,0.041437,0.044245,0.047128,0.050307,0.053851,0.057662,0.061757,0.066229,0.070966,0.076253,0.082551,0.090058,0.09852,0.10787,0.117473,0.12666,0.135091,0.143258,0.151907,0.161657,0.172875,0.18565,0.199825,0.215166,0.231401,0.248257,0.265494,0.282886,0.300539,0.318363,0.336256,0.354111,0.371817,0.390408,0.409928,0.430424,0.451946,0.474543,0.49827,0.523184,0.549343,0.57681,0.60565,0.635933,0.66773,0.701116,0.736172,0.77298,0.811629,0.852211,0.894822,0.939563,0.986541
1958,0.030202,0.001856,0.001198,0.000912,0.00071,0.000642,0.000593,0.000553,0.000513,0.000474,0.000447,0.000451,0.000506,0.000625,0.000792,0.000974,0.001149,0.001317,0.001468,0.001601,0.001743,0.001875,0.001943,0.001928,0.001856,0.001762,0.00169,0.001654,0.001674,0.00174,0.001829,0.001922,0.002027,0.00214,0.002267,0.002418,0.002605,0.002832,0.003106,0.003424,0.003795,0.004204,0.004633,0.005072,0.005541,0.006043,0.00662,0.007321,0.008173,0.009148,0.010235,0.011362,0.012463,0.013496,0.014514,0.015588,0.016806,0.01821,0.019844,0.02168,0.023657,0.025732,0.027919,0.030206,0.032607,0.035236,0.038036,0.040834,0.04358,0.046387,0.049468,0.052951,0.056811,0.061101,0.065867,0.07094,0.076522,0.083026,0.090609,0.099053,0.108342,0.117903,0.127094,0.135601,0.143882,0.152631,0.162427,0.17361,0.186266,0.200248,0.215341,0.231294,0.247853,0.264795,0.281909,0.299304,0.316897,0.334597,0.352306,0.369921,0.388417,0.407838,0.42823,0.449642,0.472124,0.49573,0.520516,0.546542,0.573869,0.602563,0.632691,0.664325,0.697542,0.732419,0.76904,0.807492,0.847866,0.89026,0.934773,0.981511
1959,0.029591,0.001822,0.001156,0.000857,0.00074,0.000664,0.00061,0.000567,0.000527,0.000491,0.000467,0.000474,0.000533,0.000654,0.00082,0.001003,0.001179,0.001343,0.001482,0.001598,0.00172,0.001835,0.001896,0.001888,0.001832,0.001758,0.001701,0.001676,0.001699,0.001762,0.001846,0.001935,0.002036,0.002144,0.002266,0.002414,0.002597,0.002815,0.003071,0.003369,0.003712,0.004098,0.004524,0.004992,0.005507,0.006069,0.006694,0.007408,0.008223,0.009127,0.010124,0.011177,0.012243,0.0133,0.014381,0.01553,0.016802,0.018222,0.019819,0.021579,0.023472,0.025472,0.027576,0.029775,0.032086,0.034601,0.037293,0.040045,0.042828,0.045724,0.048928,0.05249,0.056311,0.060402,0.064856,0.06958,0.074857,0.081126,0.08858,0.096975,0.106206,0.115691,0.124862,0.133415,0.141772,0.15058,0.160376,0.171473,0.183945,0.19765,0.212381,0.227895,0.243953,0.26034,0.276855,0.293674,0.310725,0.327931,0.345209,0.36247,0.380593,0.399623,0.419604,0.440584,0.462613,0.485744,0.510031,0.535533,0.562309,0.590425,0.619946,0.650943,0.68349,0.717665,0.753548,0.791226,0.830787,0.872326,0.915942,0.96174
1960,0.029374,0.001881,0.001163,0.000921,0.000755,0.000666,0.000602,0.000551,0.000504,0.000461,0.000432,0.000436,0.000494,0.000619,0.000791,0.000983,0.001167,0.001332,0.001465,0.001568,0.001673,0.001775,0.001835,0.001841,0.001809,0.001766,0.001735,0.001721,0.001734,0.001773,0.001825,0.001891,0.001981,0.002099,0.002246,0.002424,0.002631,0.002865,0.003126,0.003418,0.003753,0.004136,0.004564,0.00504,0.005568,0.006139,0.006774,0.007504,0.008346,0.009283,0.010327,0.011421,0.012488,0.013494,0.014491,0.015532,0.016722,0.018142,0.019851,0.021798,0.023924,0.026125,0.028346,0.03054,0.032763,0.035151,0.037759,0.040534,0.043489,0.046658,0.05019,0.054033,0.058008,0.062073,0.066383,0.070912,0.076058,0.082339,0.090003,0.098743,0.108351,0.118154,0.127564,0.136242,0.144637,0.153443,0.163233,0.17434,0.186837,0.200564,0.21529,0.23075,0.246681,0.262847,0.279032,0.295568,0.312399,0.329465,0.346701,0.364036,0.382238,0.40135,0.421417,0.442488,0.464613,0.487843,0.512236,0.537847,0.56474,0.592977,0.622626,0.653757,0.686445,0.720767,0.756805,0.794646,0.834378,0.876097,0.919902,0.965897
1961,0.028382,0.001737,0.001087,0.000844,0.000704,0.000623,0.000564,0.000517,0.000473,0.000433,0.000406,0.00041,0.000465,0.000583,0.000747,0.000929,0.001104,0.001266,0.001403,0.001517,0.001637,0.00175,0.001814,0.001812,0.001766,0.001704,0.001658,0.001637,0.001657,0.001711,0.001783,0.001864,0.001961,0.002073,0.002206,0.002365,0.002555,0.002782,0.00305,0.003358,0.003713,0.004107,0.004528,0.004971,0.005448,0.005962,0.006542,0.007225,0.008032,0.008943,0.009966,0.011037,0.01207,0.013026,0.013965,0.014941,0.016077,0.017477,0.019212,0.021216,0.023391,0.025624,0.027885,0.030125,0.032387,0.034849,0.037495,0.040146,0.042763,0.045455,0.048407,0.051746,0.055471,0.059642,0.064296,0.069352,0.074919,0.081223,0.088359,0.096237,0.104788,0.11381,0.123136,0.132666,0.142537,0.152957,0.164096,0.176047,0.188825,0.202375,0.216618,0.231462,0.246816,0.262594,0.278714,0.295189,0.311965,0.328984,0.346183,0.363492,0.381666,0.40075,0.420787,0.441826,0.463918,0.487114,0.511469,0.537043,0.563895,0.59209,0.621694,0.652779,0.685418,0.719689,0.755673,0.793457,0.83313,0.874786,0.918526,0.964452
1962,0.028513,0.001661,0.001051,0.000829,0.000651,0.000591,0.000548,0.000512,0.000476,0.00044,0.000415,0.000419,0.000473,0.000589,0.000751,0.000929,0.0011,0.001262,0.001406,0.00153,0.001661,0.001785,0.001853,0.001851,0.001798,0.00173,0.001679,0.001654,0.001671,0.001724,0.001793,0.001871,0.001973,0.0021,0.002252,0.002436,0.002648,0.002881,0.003133,0.003413,0.003733,0.0041,0.00451,0.004965,0.005472,0.00602,0.006631,0.007342,0.008171,0.009099,0.010139,0.011228,0.012279,0.01325,0.014204,0.0152,0.016357,0.017765,0.019489,0.021475,0.02362,0.025838,0.028128,0.030459,0.032855,0.035475,0.038264,0.041007,0.043643,0.046306,0.049196,0.052497,0.056262,0.060584,0.065456,0.07089,0.076808,0.083144,0.089872,0.097111,0.104821,0.113313,0.122997,0.134056,0.146226,0.159107,0.172366,0.185806,0.199367,0.213112,0.227139,0.241558,0.256478,0.271988,0.288164,0.304757,0.321727,0.339032,0.356627,0.374458,0.393181,0.41284,0.433482,0.455156,0.477914,0.501809,0.5269,0.553245,0.580907,0.609952,0.64045,0.672473,0.706096,0.741401,0.778471,0.817395,0.858264,0.901178,0.946236,0.993548
1963,0.028367,0.001742,0.001102,0.000822,0.00068,0.00061,0.000559,0.000516,0.000471,0.000426,0.000392,0.000391,0.000447,0.000575,0.000754,0.000953,0.001143,0.001316,0.001456,0.001568,0.001683,0.001794,0.00186,0.001868,0.001836,0.001792,0.00176,0.001746,0.001759,0.001799,0.001851,0.001916,0.002009,0.002137,0.002297,0.002492,0.002711,0.002947,0.003194,0.003463,0.003769,0.004126,0.004538,0.00501,0.005544,0.00613,0.006774,0.007498,0.00831,0.009204,0.0102,0.01126,0.012319,0.013351,0.014401,0.015507,0.016763,0.01825,0.020025,0.022038,0.024218,0.02648,0.028792,0.031119,0.033498,0.036086,0.038868,0.041681,0.04449,0.047398,0.050556,0.054102,0.058073,0.06254,0.067511,0.073081,0.079146,0.085528,0.092173,0.099264,0.106762,0.115142,0.125005,0.136627,0.149613,0.163368,0.177402,0.191423,0.205355,0.219298,0.233405,0.247853,0.262811,0.278425,0.294819,0.311655,0.328899,0.346512,0.364453,0.382676,0.40181,0.4219,0.442995,0.465145,0.488402,0.512822,0.538463,0.565386,0.593656,0.623339,0.654506,0.687231,0.721592,0.757672,0.795556,0.835333,0.8771,0.920955,0.967003,1
1964,0.02776,0.001643,0.001094,0.000805,0.000714,0.000624,0.00056,0.000509,0.000462,0.000419,0.00039,0.000396,0.000462,0.0006,0.00079,0.001003,0.001205,0.001384,0.001521,0.001623,0.001726,0.001828,0.001886,0.001892,0.001861,0.001817,0.001785,0.001776,0.001803,0.00186,0.001934,0.002018,0.002118,0.002237,0.002377,0.002543,0.00274,0.002965,0.003222,0.003514,0.003848,0.004224,0.004636,0.005082,0.005572,0.006105,0.006702,0.007389,0.008181,0.009067,0.010064,0.01112,0.012155,0.013136,0.014119,0.015129,0.016302,0.017779,0.01964,0.0218,0.024166,0.026561,0.028865,0.030987,0.033024,0.035211,0.03764,0.040203,0.042917,0.045839,0.049015,0.052529,0.056461,0.06087,0.065752,0.071188,0.07707,0.083219,0.089576,0.096308,0.103441,0.111364,0.120526,0.131149,0.142941,0.155454,0.168319,0.181316,0.194388,0.207617,0.221125,0.235049,0.249523,0.264659,0.280557,0.296845,0.313481,0.330418,0.347604,0.364985,0.383234,0.402396,0.422515,0.443641,0.465823,0.489114,0.51357,0.539249,0.566211,0.594522,0.624248,0.65546,0.688233,0.722645,0.758777,0.796716,0.836552,0.878379,0.922298,0.968413
1965,0.027527,0.001608,0.001031,0.000801,0.000701,0.000615,0.000554,0.000505,0.000456,0.000408,0.000374,0.000376,0.000443,0.000588,0.000789,0.001016,0.00123,0.001414,0.001551,0.001647,0.001742,0.001837,0.001894,0.001905,0.001884,0.001852,0.00183,0.001821,0.001835,0.001872,0.001921,0.001983,0.002074,0.002199,0.002357,0.002546,0.00276,0.002995,0.003247,0.003524,0.003842,0.004207,0.00461,0.005054,0.005546,0.006078,0.006675,0.007374,0.008194,0.009115,0.010155,0.011247,0.012299,0.013269,0.014222,0.015198,0.016345,0.017805,0.019665,0.021835,0.02421,0.026615,0.02895,0.031133,0.033248,0.035538,0.038062,0.040665,0.043343,0.046181,0.049243,0.052683,0.056643,0.061222,0.066371,0.072133,0.078306,0.084634,0.091008,0.097654,0.104655,0.112521,0.121789,0.132738,0.145003,0.158021,0.171332,0.184665,0.197951,0.211298,0.224861,0.238819,0.253344,0.268584,0.284666,0.30115,0.317992,0.335148,0.352568,0.370196,0.388706,0.408142,0.428549,0.449976,0.472475,0.496099,0.520904,0.546949,0.574296,0.603011,0.633162,0.66482,0.698061,0.732964,0.769612,0.808092,0.848497,0.890922,0.935468,0.982241
